Date,  Galaxy,Planet_ID,Country,Disaster,Death_Count
29-04-2017,Milky Way,66,France,Flood,0
02-12-2017,Milky Way,217,Singapore,Earthquake,0
21-05-2019,Sombrero,,South Korea,,1448
24-09-2017,Milky Way,266,Indonesia,Flood,0
12-07-2018,Milky Way,9,Mongolia,Earthquake,22
27-11-2017,Milky Way,260,Spain,Flood,0
27-03-2018,Milky Way,258,China,Landslide,0
25-12-2018,Sombrero,,Malaysia,,330
06-05-2019,Milky Way,36,India,Earthquake,175
29-07-2018,Milky Way,136,Spain,Flood,30
11-08-2018,Milky Way,9,Mongolia,Earthquake,11
28-11-2018,Sombrero,,China,,0
01-08-2018,Milky Way,269,UK,Earthquake,0
15-08-2018,Milky Way,258,China,Landslide,3
14-12-2018,Milky Way,270,UK,Earthquake,0
19-10-2018,Sombrero,,Japan,,669
24-06-2018,Milky Way,147,South Korea,BushFIre,35
04-12-2017,Milky Way,42,Mongolia,Earthquake,24
03-07-2019,Sombrero,,USA,,55
24-06-2018,Milky Way,270,UK,Earthquake,0
21-10-2018,Milky Way,20,Australia,Flood,30
22-06-2018,Milky Way,267,France,Flood,0
09-10-2018,Milky Way,263,France,Flood,0
20-04-2018,Milky Way,67,Japan,Volcano,131
23-10-2018,Milky Way,263,France,Flood,0
20-09-2017,Milky Way,70,North Korea,Volcano,29
16-10-2017,Milky Way,14,UK,Earthquake,0
12-04-2018,Sombrero,,Pakistan,,0
07-04-2019,Milky Way,84,USA,BushFIre,21
20-04-2018,Milky Way,1,Mongolia,Earthquake,207
31-08-2017,Milky Way,34,Japan,Volcano,834
16-11-2018,Milky Way,34,Japan,Volcano,150
11-11-2018,Milky Way,261,China,Landslide,0
15-11-2018,Milky Way,257,Japan,Volcano,11
01-07-2018,Sombrero,,Pakistan,,47
18-05-2017,Milky Way,258,China,Landslide,0
17-07-2017,Sombrero,,Mongolia,,3378
09-05-2018,Milky Way,7,Mongolia,Earthquake,62
14-09-2017,Milky Way,261,China,Landslide,0
07-08-2018,Sombrero,,Bangladesh,,1861
03-04-2018,Sombrero,,China,,0
07-08-2018,Milky Way,259,China,Landslide,4
27-05-2019,Milky Way,20,Australia,Flood,65
21-03-2019,Sombrero,,UK,,18
23-02-2019,Milky Way,67,Japan,Volcano,82
04-07-2018,Milky Way,3,Canada,Landslide,168
11-10-2017,Milky Way,65,India,Earthquake,54
22-05-2017,Milky Way,29,Mongolia,Earthquake,21
23-06-2019,Milky Way,76,Spain,Flood,5
24-10-2018,Milky Way,101,UK,Earthquake,14
18-04-2017,Milky Way,105,Japan,Volcano,5
07-10-2017,Sombrero,,USA,,581
03-09-2018,Milky Way,265,France,Flood,0
03-06-2019,Sombrero,,Bangladesh,,780
23-11-2017,Milky Way,34,Japan,Volcano,80
04-05-2017,Milky Way,13,Spain,Flood,0
13-05-2017,Milky Way,19,North Korea,Volcano,66
31-07-2018,Milky Way,64,Bangladesh,Flood,28
14-08-2018,Sombrero,,Japan,,825
14-10-2017,Milky Way,202,Germany,Earthquake,14
06-06-2017,Sombrero,,UK,,94
31-08-2018,Sombrero,,USA,,56
30-06-2018,Milky Way,14,UK,Earthquake,17
13-01-2019,Milky Way,79,Germany,Earthquake,50
20-11-2018,Milky Way,63,Pakistan,Flood,21
04-01-2019,Sombrero,,Spain,,3096
06-05-2018,Milky Way,104,Pakistan,Flood,18
13-04-2018,Milky Way,111,France,Flood,0
26-06-2018,Milky Way,42,Mongolia,Earthquake,30
14-05-2018,Milky Way,261,China,Landslide,0
27-06-2019,Milky Way,101,UK,Earthquake,16
23-07-2018,Sombrero,,Russia,,2478
19-05-2019,Milky Way,104,Pakistan,Flood,22
03-10-2018,Milky Way,103,Singapore,Earthquake,55
23-06-2017,Milky Way,61,Japan,Volcano,42
11-10-2017,Milky Way,5,Bangladesh,Flood,155
02-07-2019,Milky Way,202,Germany,Earthquake,22
21-06-2018,Milky Way,267,France,Flood,0
15-05-2017,Milky Way,29,Mongolia,Earthquake,6
31-12-2017,Milky Way,258,China,Landslide,0
03-08-2018,Milky Way,111,France,Flood,0
15-02-2019,Milky Way,68,Japan,Volcano,21
29-04-2019,Milky Way,111,France,Flood,12
19-05-2018,Milky Way,250,Japan,Volcano,14
20-04-2018,Milky Way,16,Indonesia,Flood,134
18-01-2018,Milky Way,202,Germany,Earthquake,20
02-01-2018,Milky Way,270,UK,Earthquake,0
17-04-2018,Milky Way,18,North Korea,Volcano,63
15-05-2019,Milky Way,104,Pakistan,Flood,28
09-12-2018,Milky Way,3,Canada,Landslide,235
23-03-2019,Milky Way,136,Spain,Flood,115
27-05-2019,Milky Way,217,Singapore,Earthquake,39
30-06-2017,Milky Way,5,Bangladesh,Flood,622
27-09-2018,Milky Way,78,North Korea,Volcano,20
15-04-2017,Milky Way,265,France,Flood,0
29-04-2017,Sombrero,,Bangladesh,,152
04-08-2017,Milky Way,266,Indonesia,Flood,0
20-04-2017,Milky Way,7,Mongolia,Earthquake,10
02-01-2018,Milky Way,84,USA,BushFIre,0
30-05-2017,Milky Way,65,India,Earthquake,12
03-01-2019,Milky Way,270,UK,Earthquake,0
24-07-2017,Milky Way,3,Canada,Landslide,84
02-06-2018,Milky Way,34,Japan,Volcano,85
08-06-2019,Milky Way,72,New Zealand,Landslide,17
27-06-2017,Sombrero,,North Korea,,15
25-09-2017,Milky Way,251,Malaysia,Earthquake,70
09-03-2018,Milky Way,267,France,Flood,0
20-06-2019,Milky Way,5,Bangladesh,Flood,238
06-02-2019,Sombrero,,Bangladesh,,1342
18-04-2019,Milky Way,78,North Korea,Volcano,15
06-10-2018,Milky Way,73,New Zealand,Landslide,7
21-04-2019,Milky Way,63,Pakistan,Flood,15
18-05-2017,Milky Way,111,France,Flood,0
22-08-2017,Milky Way,19,North Korea,Volcano,129
24-09-2017,Milky Way,84,USA,BushFIre,0
08-03-2018,Milky Way,254,India,Earthquake,16
15-05-2018,Milky Way,3,Canada,Landslide,115
27-06-2017,Milky Way,76,Spain,Flood,9
15-12-2018,Milky Way,248,North Korea,Volcano,13
16-05-2018,Milky Way,35,Spain,Flood,4
03-05-2018,Milky Way,269,UK,Earthquake,0
09-09-2018,Milky Way,270,UK,Earthquake,0
18-12-2017,Milky Way,36,India,Earthquake,58
18-05-2017,Sombrero,,India,,0
01-06-2018,Milky Way,260,Spain,Flood,0
17-03-2019,Milky Way,9,Mongolia,Earthquake,41
26-10-2017,Milky Way,14,UK,Earthquake,0
15-10-2018,Milky Way,67,Japan,Volcano,302
09-11-2017,Milky Way,68,Japan,Volcano,15
01-07-2017,Sombrero,,Mongolia,,271
17-05-2017,Sombrero,,China,,0
28-05-2019,Milky Way,21,North Korea,Volcano,49
03-07-2018,Milky Way,16,Indonesia,Flood,183
04-08-2017,Milky Way,5,Bangladesh,Flood,0
25-02-2018,Sombrero,,South Korea,,559
29-11-2018,Milky Way,73,New Zealand,Landslide,22
24-12-2018,Milky Way,259,China,Landslide,9
31-10-2018,Milky Way,63,Pakistan,Flood,167
13-01-2018,Milky Way,11,Mongolia,Earthquake,35
13-02-2019,Milky Way,67,Japan,Volcano,99
21-06-2018,Milky Way,20,Australia,Flood,32
24-11-2017,Milky Way,250,Japan,Volcano,19
22-09-2018,Milky Way,260,Spain,Flood,3
23-04-2017,Sombrero,,Malaysia,,0
15-11-2018,Milky Way,3,Canada,Landslide,179
30-12-2018,Sombrero,,USA,,79
13-02-2019,Milky Way,72,New Zealand,Landslide,17
06-04-2019,Milky Way,254,India,Earthquake,19
24-05-2019,Milky Way,17,France,Flood,12
03-11-2018,Milky Way,84,USA,BushFIre,21
01-04-2018,Milky Way,35,Spain,Flood,0
31-01-2018,Milky Way,101,UK,Earthquake,0
07-09-2017,Milky Way,257,Japan,Volcano,0
17-07-2017,Milky Way,271,China,Landslide,0
24-07-2017,Milky Way,137,North Korea,Volcano,20
23-05-2018,Milky Way,8,Mongolia,Earthquake,58
12-11-2018,Sombrero,,China,,0
01-06-2019,Milky Way,13,Spain,Flood,37
06-03-2019,Milky Way,18,North Korea,Volcano,54
14-02-2018,Milky Way,266,Indonesia,Flood,0
04-01-2018,Milky Way,270,UK,Earthquake,0
23-10-2018,Sombrero,,Pakistan,,425
19-11-2017,Milky Way,263,France,Flood,0
18-05-2018,Milky Way,7,Mongolia,Earthquake,47
05-03-2019,Milky Way,18,North Korea,Volcano,47
17-02-2018,Milky Way,159,Singapore,Earthquake,0
29-11-2017,Sombrero,,Japan,,131
01-04-2017,Milky Way,77,North Korea,Volcano,0
06-12-2017,Milky Way,137,North Korea,Volcano,19
16-01-2018,Milky Way,20,Australia,Flood,49
05-10-2018,Milky Way,249,North Korea,Volcano,11
23-08-2017,Sombrero,,India,,214
05-06-2017,Milky Way,103,Singapore,Earthquake,19
19-01-2019,Milky Way,135,North Korea,Volcano,163
09-05-2017,Milky Way,74,North Korea,Volcano,2
21-10-2018,Milky Way,264,New Zealand,Landslide,0
06-11-2018,Milky Way,84,USA,BushFIre,27
05-03-2018,Milky Way,63,Pakistan,Flood,21
26-12-2018,Milky Way,35,Spain,Flood,8
07-04-2019,Milky Way,217,Singapore,Earthquake,7
13-04-2019,Milky Way,266,Indonesia,Flood,0
26-08-2018,Milky Way,104,Pakistan,Flood,19
23-01-2019,Milky Way,101,UK,Earthquake,9
19-02-2019,Milky Way,117,North Korea,Volcano,9
06-12-2018,Sombrero,,UK,,217
13-03-2018,Milky Way,264,New Zealand,Landslide,0
22-05-2017,Milky Way,202,Germany,Earthquake,0
24-06-2018,Milky Way,159,Singapore,Earthquake,3
24-06-2018,Sombrero,,UK,,400
30-01-2019,Milky Way,63,Pakistan,Flood,17
21-04-2019,Milky Way,70,North Korea,Volcano,4
20-07-2018,Milky Way,34,Japan,Volcano,94
23-02-2018,Milky Way,62,New Zealand,Landslide,5
24-07-2018,Milky Way,10,Mongolia,Earthquake,17
08-05-2017,Milky Way,20,Australia,Flood,2
30-09-2017,Milky Way,61,Japan,Volcano,683
31-03-2018,Sombrero,,USA,,4
30-04-2018,Milky Way,202,Germany,Earthquake,31
19-12-2018,Milky Way,64,Bangladesh,Flood,25
30-03-2018,Milky Way,79,Germany,Earthquake,34
22-02-2018,Milky Way,72,New Zealand,Landslide,7
16-10-2017,Milky Way,165,Australia,Earthquake,54
14-08-2017,Milky Way,20,Australia,Flood,60
09-02-2018,Milky Way,261,China,Landslide,0
01-05-2019,Sombrero,,South Korea,,121
21-10-2018,Milky Way,268,UK,Earthquake,0
20-06-2019,Milky Way,248,North Korea,Volcano,17
23-05-2018,Milky Way,42,Mongolia,Earthquake,56
28-01-2019,Milky Way,266,Indonesia,Flood,0
15-06-2019,Milky Way,251,Malaysia,Earthquake,16
29-10-2017,Milky Way,264,New Zealand,Landslide,0
19-09-2017,Milky Way,77,North Korea,Volcano,13
11-03-2019,Milky Way,15,New Zealand,Landslide,54
01-08-2018,Milky Way,82,Russia,Flood,11
07-10-2017,Sombrero,,Japan,,200
15-10-2017,Milky Way,100,UK,Earthquake,0
20-06-2018,Sombrero,,Singapore,,2774
29-04-2018,Milky Way,63,Pakistan,Flood,17
24-02-2018,Milky Way,19,North Korea,Volcano,64
07-08-2018,Milky Way,43,Spain,Flood,10
09-09-2018,Milky Way,3,Canada,Landslide,310
09-09-2017,Milky Way,259,China,Landslide,0
02-11-2018,Milky Way,1,Mongolia,Earthquake,0
01-03-2019,Milky Way,82,Russia,Flood,14
03-09-2018,Milky Way,111,France,Flood,1
24-10-2018,Milky Way,10,Mongolia,Earthquake,63
14-10-2017,Milky Way,17,France,Flood,13
20-04-2018,Sombrero,,China,,0
24-03-2019,Milky Way,117,North Korea,Volcano,4
05-07-2019,Milky Way,165,Australia,Earthquake,0
12-09-2018,Milky Way,120,Malaysia,Earthquake,69
16-10-2018,Milky Way,147,South Korea,BushFIre,125
28-02-2019,Milky Way,100,UK,Earthquake,12
09-06-2018,Milky Way,18,North Korea,Volcano,53
30-01-2019,Milky Way,248,North Korea,Volcano,8
10-04-2019,Milky Way,17,France,Flood,12
12-09-2018,Milky Way,85,North Korea,Volcano,41
03-06-2017,Milky Way,14,UK,Earthquake,0
18-01-2019,Milky Way,255,India,Earthquake,19
06-04-2018,Milky Way,42,Mongolia,Earthquake,0
03-10-2018,Milky Way,268,UK,Earthquake,0
13-11-2018,Milky Way,68,Japan,Volcano,44
26-04-2019,Milky Way,85,North Korea,Volcano,28
02-06-2019,Milky Way,79,Germany,Earthquake,52
03-06-2017,Milky Way,19,North Korea,Volcano,23
07-04-2019,Milky Way,250,Japan,Volcano,5
04-11-2018,Milky Way,258,China,Landslide,43
13-08-2017,Milky Way,8,Mongolia,Earthquake,28
07-04-2017,Milky Way,265,France,Flood,0
29-05-2017,Milky Way,73,New Zealand,Landslide,10
09-06-2017,Milky Way,217,Singapore,Earthquake,0
13-10-2017,Sombrero,,Malaysia,,0
08-01-2019,Milky Way,61,Japan,Volcano,87
16-02-2019,Milky Way,73,New Zealand,Landslide,12
20-09-2018,Milky Way,258,China,Landslide,9
22-04-2019,Milky Way,105,Japan,Volcano,28
01-08-2017,Milky Way,10,Mongolia,Earthquake,2
05-09-2018,Milky Way,135,North Korea,Volcano,170
08-02-2018,Milky Way,17,France,Flood,7
30-03-2018,Milky Way,270,UK,Earthquake,0
12-02-2018,Milky Way,250,Japan,Volcano,17
25-07-2017,Milky Way,73,New Zealand,Landslide,7
30-03-2018,Milky Way,13,Spain,Flood,47
03-11-2017,Sombrero,,Bangladesh,,1166
27-10-2018,Milky Way,21,North Korea,Volcano,72
25-02-2018,Milky Way,117,North Korea,Volcano,1
06-09-2018,Sombrero,,India,,822
10-03-2019,Sombrero,,Spain,,852
27-08-2017,Milky Way,250,Japan,Volcano,4
09-10-2017,Sombrero,,Pakistan,,0
17-06-2018,Sombrero,,Russia,,921
30-10-2018,Milky Way,62,New Zealand,Landslide,27
08-02-2019,Milky Way,117,North Korea,Volcano,18
04-07-2018,Milky Way,248,North Korea,Volcano,9
04-04-2017,Milky Way,1,Mongolia,Earthquake,4
07-06-2019,Milky Way,35,Spain,Flood,30
06-10-2018,Sombrero,,Singapore,,1077
10-02-2019,Milky Way,137,North Korea,Volcano,6
01-11-2018,Milky Way,16,Indonesia,Flood,1
04-08-2017,Sombrero,,USA,,273
14-01-2019,Milky Way,69,Spain,Flood,34
17-04-2017,Milky Way,19,North Korea,Volcano,90
18-10-2017,Milky Way,36,India,Earthquake,108
17-11-2018,Milky Way,85,North Korea,Volcano,29
16-10-2018,Milky Way,255,India,Earthquake,62
14-11-2018,Milky Way,29,Mongolia,Earthquake,29
06-12-2018,Milky Way,14,UK,Earthquake,29
27-04-2017,Milky Way,207,Japan,Volcano,0
17-05-2017,Milky Way,68,Japan,Volcano,5
07-09-2018,Sombrero,,Malaysia,,171
31-01-2018,Sombrero,,Singapore,,431
01-05-2019,Milky Way,34,Japan,Volcano,132
14-03-2019,Sombrero,,Australia,,2098
19-11-2018,Sombrero,,Japan,,686
21-07-2017,Sombrero,,Singapore,,0
19-01-2019,Milky Way,13,Spain,Flood,52
05-06-2018,Milky Way,17,France,Flood,6
11-12-2018,Milky Way,271,China,Landslide,0
15-06-2017,Milky Way,7,Mongolia,Earthquake,30
29-11-2018,Sombrero,,Bangladesh,,1204
07-12-2017,Milky Way,262,UK,Earthquake,0
06-05-2018,Milky Way,65,India,Earthquake,5
06-06-2017,Milky Way,258,China,Landslide,0
15-05-2017,Milky Way,61,Japan,Volcano,28
10-11-2017,Milky Way,61,Japan,Volcano,54
26-01-2019,Milky Way,21,North Korea,Volcano,0
15-05-2018,Sombrero,,South Korea,,1174
12-08-2018,Sombrero,,Japan,,516
18-05-2018,Sombrero,,South Korea,,1078
01-05-2018,Milky Way,258,China,Landslide,0
22-02-2018,Milky Way,48,Australia,Flood,52
06-09-2017,Sombrero,,Bangladesh,,1222
29-06-2019,Milky Way,15,New Zealand,Landslide,67
07-07-2017,Milky Way,79,Germany,Earthquake,7
14-02-2018,Milky Way,85,North Korea,Volcano,14
22-12-2017,Milky Way,17,France,Flood,18
29-01-2019,Milky Way,147,South Korea,BushFIre,39
29-11-2017,Sombrero,,Russia,,187
12-01-2019,Milky Way,117,North Korea,Volcano,6
16-02-2019,Milky Way,217,Singapore,Earthquake,21
15-12-2018,Milky Way,66,France,Flood,10
24-08-2017,Milky Way,267,France,Flood,0
19-04-2019,Milky Way,20,Australia,Flood,63
25-06-2019,Milky Way,104,Pakistan,Flood,33
06-11-2018,Sombrero,,Russia,,131
18-05-2019,Milky Way,77,North Korea,Volcano,11
24-08-2017,Milky Way,104,Pakistan,Flood,19
16-09-2018,Sombrero,,Bangladesh,,2040
06-12-2018,Milky Way,111,France,Flood,4
26-02-2018,Milky Way,259,China,Landslide,0
24-01-2018,Milky Way,62,New Zealand,Landslide,17
26-09-2017,Milky Way,165,Australia,Earthquake,27
07-06-2019,Milky Way,84,USA,BushFIre,12
21-07-2019,Sombrero,,Malaysia,,32
02-10-2017,Milky Way,48,Australia,Flood,3
18-06-2018,Milky Way,17,France,Flood,19
05-12-2017,Milky Way,29,Mongolia,Earthquake,12
26-01-2018,Milky Way,258,China,Landslide,0
24-04-2019,Milky Way,70,North Korea,Volcano,16
16-01-2019,Milky Way,78,North Korea,Volcano,28
07-06-2017,Milky Way,250,Japan,Volcano,2
14-04-2018,Milky Way,14,UK,Earthquake,0
10-05-2018,Sombrero,,Spain,,2017
05-08-2018,Milky Way,7,Mongolia,Earthquake,4
16-07-2017,Milky Way,255,India,Earthquake,0
05-12-2017,Milky Way,271,China,Landslide,0
24-07-2018,Milky Way,17,France,Flood,11
13-05-2018,Milky Way,61,Japan,Volcano,11
25-10-2018,Sombrero,,South Korea,,796
13-05-2019,Milky Way,68,Japan,Volcano,24
19-05-2017,Sombrero,,Bangladesh,,910
30-06-2018,Milky Way,255,India,Earthquake,21
28-11-2017,Milky Way,61,Japan,Volcano,45
27-07-2018,Milky Way,159,Singapore,Earthquake,36
27-03-2019,Milky Way,100,UK,Earthquake,14
03-04-2018,Milky Way,34,Japan,Volcano,0
02-01-2019,Milky Way,258,China,Landslide,15
03-03-2019,Milky Way,100,UK,Earthquake,13
18-02-2018,Milky Way,82,Russia,Flood,2
13-02-2018,Milky Way,17,France,Flood,9
13-07-2017,Milky Way,77,North Korea,Volcano,6
17-09-2017,Milky Way,73,New Zealand,Landslide,9
09-02-2019,Milky Way,263,France,Flood,0
10-04-2019,Milky Way,68,Japan,Volcano,24
12-11-2017,Milky Way,79,Germany,Earthquake,22
08-09-2018,Milky Way,100,UK,Earthquake,3
15-02-2019,Sombrero,,Bangladesh,,4022
06-06-2018,Milky Way,202,Germany,Earthquake,22
01-07-2019,Milky Way,1,Mongolia,Earthquake,169
06-02-2018,Milky Way,251,Malaysia,Earthquake,26
07-05-2017,Milky Way,121,Bangladesh,Flood,0
12-04-2018,Milky Way,77,North Korea,Volcano,39
08-05-2018,Milky Way,68,Japan,Volcano,27
06-06-2017,Milky Way,104,Pakistan,Flood,1
21-11-2018,Milky Way,105,Japan,Volcano,47
11-06-2019,Sombrero,,North Korea,,501
21-06-2018,Milky Way,42,Mongolia,Earthquake,54
13-08-2018,Milky Way,147,South Korea,BushFIre,87
09-02-2019,Milky Way,250,Japan,Volcano,0
30-11-2018,Milky Way,43,Spain,Flood,17
18-06-2019,Milky Way,78,North Korea,Volcano,31
11-10-2017,Milky Way,117,North Korea,Volcano,0
31-05-2018,Milky Way,13,Spain,Flood,74
07-06-2017,Milky Way,100,UK,Earthquake,0
17-04-2017,Milky Way,13,Spain,Flood,10
25-07-2017,Milky Way,29,Mongolia,Earthquake,10
19-11-2017,Milky Way,111,France,Flood,0
25-06-2019,Sombrero,,UK,,625
14-11-2017,Sombrero,,New Zealand,,0
23-11-2017,Milky Way,101,UK,Earthquake,0
24-04-2017,Milky Way,15,New Zealand,Landslide,9
11-10-2018,Milky Way,7,Mongolia,Earthquake,90
04-09-2018,Milky Way,104,Pakistan,Flood,20
30-08-2018,Milky Way,18,North Korea,Volcano,126
14-09-2018,Milky Way,147,South Korea,BushFIre,60
21-10-2018,Milky Way,21,North Korea,Volcano,28
19-09-2018,Milky Way,265,France,Flood,0
05-11-2017,Milky Way,159,Singapore,Earthquake,0
22-08-2017,Milky Way,73,New Zealand,Landslide,19
24-03-2018,Milky Way,121,Bangladesh,Flood,0
11-08-2017,Milky Way,266,Indonesia,Flood,0
14-09-2018,Milky Way,85,North Korea,Volcano,29
12-02-2019,Milky Way,260,Spain,Flood,10
20-02-2018,Milky Way,20,Australia,Flood,57
15-12-2018,Milky Way,105,Japan,Volcano,65
01-02-2018,Sombrero,,Bangladesh,,342
02-12-2018,Milky Way,69,Spain,Flood,0
25-07-2018,Milky Way,265,France,Flood,0
19-04-2019,Milky Way,65,India,Earthquake,54
03-02-2019,Milky Way,43,Spain,Flood,1
30-12-2018,Milky Way,84,USA,BushFIre,7
30-09-2018,Milky Way,104,Pakistan,Flood,24
07-07-2017,Sombrero,,New Zealand,,0
18-05-2017,Milky Way,84,USA,BushFIre,0
16-11-2017,Milky Way,103,Singapore,Earthquake,12
04-01-2018,Milky Way,271,China,Landslide,0
16-01-2019,Milky Way,147,South Korea,BushFIre,65
16-02-2018,Milky Way,267,France,Flood,0
31-12-2018,Milky Way,121,Bangladesh,Flood,14
17-12-2018,Milky Way,84,USA,BushFIre,8
12-10-2017,Milky Way,165,Australia,Earthquake,14
07-09-2018,Milky Way,263,France,Flood,0
04-06-2017,Milky Way,48,Australia,Flood,7
20-08-2017,Sombrero,,South Korea,,692
28-01-2019,Milky Way,9,Mongolia,Earthquake,43
19-01-2018,Milky Way,254,India,Earthquake,10
15-08-2018,Milky Way,249,North Korea,Volcano,8
12-04-2019,Sombrero,,Australia,,1064
05-06-2019,Milky Way,68,Japan,Volcano,27
26-03-2018,Milky Way,73,New Zealand,Landslide,18
05-03-2018,Milky Way,137,North Korea,Volcano,55
14-12-2018,Milky Way,250,Japan,Volcano,30
14-02-2018,Milky Way,9,Mongolia,Earthquake,35
10-05-2019,Sombrero,,Japan,,78
10-04-2018,Milky Way,10,Mongolia,Earthquake,1
23-07-2018,Milky Way,72,New Zealand,Landslide,25
27-12-2017,Sombrero,,Russia,,2123
11-08-2018,Milky Way,85,North Korea,Volcano,23
10-04-2018,Sombrero,,Pakistan,,0
29-04-2017,Milky Way,36,India,Earthquake,25
04-11-2018,Milky Way,84,USA,BushFIre,35
21-08-2018,Milky Way,103,Singapore,Earthquake,79
24-06-2019,Milky Way,20,Australia,Flood,69
06-07-2017,Milky Way,35,Spain,Flood,0
19-08-2018,Milky Way,77,North Korea,Volcano,3
17-03-2018,Milky Way,165,Australia,Earthquake,3
11-07-2018,Milky Way,259,China,Landslide,9
03-07-2018,Milky Way,48,Australia,Flood,60
27-05-2018,Milky Way,13,Spain,Flood,9
16-05-2019,Milky Way,259,China,Landslide,9
15-09-2018,Milky Way,263,France,Flood,0
03-06-2017,Sombrero,,India,,0
17-05-2017,Sombrero,,North Korea,,17
17-11-2018,Milky Way,121,Bangladesh,Flood,15
25-08-2018,Milky Way,135,North Korea,Volcano,200
25-12-2017,Milky Way,263,France,Flood,0
12-02-2018,Milky Way,3,Canada,Landslide,134
23-05-2018,Sombrero,,Russia,,2132
13-05-2017,Milky Way,79,Germany,Earthquake,2
27-11-2017,Milky Way,217,Singapore,Earthquake,0
08-04-2019,Milky Way,147,South Korea,BushFIre,70
22-04-2017,Milky Way,73,New Zealand,Landslide,5
15-09-2018,Milky Way,15,New Zealand,Landslide,45
07-04-2017,Milky Way,121,Bangladesh,Flood,0
15-04-2018,Milky Way,269,UK,Earthquake,0
08-06-2019,Milky Way,7,Mongolia,Earthquake,39
22-04-2017,Milky Way,70,North Korea,Volcano,8
18-11-2017,Sombrero,,Malaysia,,0
20-08-2018,Milky Way,1,Mongolia,Earthquake,78
26-04-2018,Milky Way,1,Mongolia,Earthquake,188
13-04-2018,Milky Way,48,Australia,Flood,75
10-06-2019,Sombrero,,Pakistan,,76
23-08-2017,Sombrero,,Malaysia,,0
14-07-2017,Milky Way,35,Spain,Flood,0
09-10-2018,Milky Way,268,UK,Earthquake,0
07-06-2019,Milky Way,15,New Zealand,Landslide,70
28-11-2018,Milky Way,76,Spain,Flood,23
21-01-2018,Milky Way,61,Japan,Volcano,32
04-11-2018,Milky Way,36,India,Earthquake,50
28-07-2018,Milky Way,263,France,Flood,0
22-08-2017,Milky Way,217,Singapore,Earthquake,0
14-12-2017,Milky Way,77,North Korea,Volcano,23
21-09-2017,Milky Way,85,North Korea,Volcano,48
10-01-2019,Milky Way,66,France,Flood,18
21-04-2017,Milky Way,42,Mongolia,Earthquake,21
16-07-2017,Sombrero,,South Korea,,493
26-04-2018,Milky Way,21,North Korea,Volcano,44
12-11-2018,Milky Way,104,Pakistan,Flood,47
26-09-2018,Milky Way,265,France,Flood,0
03-06-2018,Milky Way,8,Mongolia,Earthquake,28
29-04-2018,Milky Way,36,India,Earthquake,22
21-11-2018,Milky Way,35,Spain,Flood,17
28-04-2018,Milky Way,19,North Korea,Volcano,81
20-06-2019,Milky Way,43,Spain,Flood,10
10-03-2019,Milky Way,82,Russia,Flood,0
19-03-2018,Milky Way,68,Japan,Volcano,38
04-08-2017,Milky Way,271,China,Landslide,0
14-01-2019,Milky Way,79,Germany,Earthquake,41
27-06-2017,Sombrero,,Mongolia,,304
01-07-2018,Milky Way,254,India,Earthquake,4
19-07-2018,Sombrero,,Australia,,5610
11-04-2018,Milky Way,84,USA,BushFIre,0
26-07-2018,Milky Way,35,Spain,Flood,8
07-06-2019,Milky Way,105,Japan,Volcano,41
16-05-2018,Milky Way,65,India,Earthquake,36
06-09-2018,Milky Way,103,Singapore,Earthquake,34
11-03-2019,Sombrero,,Australia,,834
12-05-2017,Milky Way,8,Mongolia,Earthquake,29
09-08-2018,Milky Way,257,Japan,Volcano,17
02-10-2017,Milky Way,76,Spain,Flood,0
09-10-2017,Milky Way,29,Mongolia,Earthquake,8
30-07-2018,Milky Way,207,Japan,Volcano,16
29-07-2017,Milky Way,10,Mongolia,Earthquake,29
18-12-2018,Milky Way,111,France,Flood,7
14-08-2018,Milky Way,84,USA,BushFIre,1
11-11-2017,Milky Way,249,North Korea,Volcano,6
06-06-2019,Milky Way,68,Japan,Volcano,23
10-08-2018,Milky Way,19,North Korea,Volcano,121
22-04-2017,Milky Way,135,North Korea,Volcano,115
02-06-2018,Milky Way,217,Singapore,Earthquake,0
17-04-2018,Milky Way,74,North Korea,Volcano,56
01-11-2017,Sombrero,,Mongolia,,392
23-06-2018,Milky Way,260,Spain,Flood,3
20-02-2018,Milky Way,100,UK,Earthquake,0
18-09-2017,Milky Way,137,North Korea,Volcano,41
01-06-2019,Milky Way,19,North Korea,Volcano,67
21-02-2018,Milky Way,271,China,Landslide,0
28-11-2017,Milky Way,84,USA,BushFIre,0
08-06-2017,Milky Way,19,North Korea,Volcano,97
14-01-2018,Milky Way,265,France,Flood,0
26-11-2018,Milky Way,5,Bangladesh,Flood,170
02-02-2019,Sombrero,,Japan,,180
11-05-2019,Milky Way,66,France,Flood,12
01-08-2018,Milky Way,101,UK,Earthquake,6
05-01-2019,Milky Way,85,North Korea,Volcano,18
05-07-2018,Milky Way,35,Spain,Flood,11
12-01-2018,Sombrero,,UK,,415
08-01-2018,Milky Way,165,Australia,Earthquake,0
21-11-2018,Milky Way,14,UK,Earthquake,60
25-05-2019,Sombrero,,Spain,,7884
21-06-2019,Milky Way,20,Australia,Flood,48
22-11-2017,Milky Way,62,New Zealand,Landslide,11
29-06-2018,Milky Way,63,Pakistan,Flood,25
01-06-2019,Milky Way,18,North Korea,Volcano,35
26-07-2017,Milky Way,17,France,Flood,13
03-08-2017,Sombrero,,Spain,,2210
04-05-2019,Sombrero,,North Korea,,65
